amplitude,period,wave
49,76,"[0, 4, 8, 12, 16, 20, 23, 27, 30, 33, 36, 39, 41, 43, 45, 46, 48, 48, 49, 49, 49, 48, 48, 46, 45, 43, 41, 39, 36, 33, 30, 27, 23, 20, 16, 12, 8, 4, 0, -4, -8, -12, -16, -20, -23, -27, -30, -33, -36, -39, -41, -43, -45, -46, -48, -48, -49, -49, -49, -48, -48, -46, -45, -43, -41, -39, -36, -33, -30, -27, -23, -20, -16, -12, -8, -4, 0, 4, 8, 12, 16, 20, 23, 27, 30, 33, 36, 39, 41, 43, 45, 46, 48, 48, 49, 49, 49, 48, 48, 46, 45, 43, 41, 39, 36, 33, 30, 27, 23, 20, 16, 12, 8, 4, 0, -4, -8, -12, -16, -20, -23, -27, -30, -33, -36, -39, -41, -43, -45, -46, -48, -48, -49, -49, -49, -48, -48, -46, -45, -43, -41, -39, -36, -33, -30, -27, -23, -20, -16, -12, -8, -4, 0, 4, 8, 12, 16, 20, 23, 27, 30, 33, 36, 39, 41, 43, 45, 46, 48, 48, 49, 49, 49, 48, 48, 46, 45, 43, 41, 39, 36, 33, 30, 27, 23, 20, 16, 12, 8, 4, 0, -4, -8, -12, -16, -20, -23, -27, -30, -33, -36, -39, -41, -43, -45, -46, -48, -48, -49, -49, -49, -48, -48, -46, -45, -43, -41, -39, -36, -33, -30, -27, -23, -20, -16, -12, -8, -4, 0, 4, 8, 12, 16, 20, 23, 27, 30, 33, 36, 39, 41, 43, 45, 46, 48, 48, 49, 49, 49, 48, 48, 46, 45, 43, 41, 39, 36, 33, 30, 27, 23, 20, 16, 12, 8, 4, 0, -4, -8, -12, -16, -20, -23, -27, -30, -33, -36, -39, -41, -43, -45, -46, -48, -48, -49, -49, -49, -48, -48, -46, -45, -43, -41, -39, -36, -33, -30, -27, -23, -20]"
50,74,"[0, 4, 8, 13, 17, 21, 24, 28, 31, 35, 38, 40, 43, 45, 46, 48, 49, 50, 50, 50, 50, 49, 48, 46, 45, 43, 40, 38, 35, 31, 28, 24, 21, 17, 13, 8, 4, 0, -4, -8, -13, -17, -21, -24, -28, -31, -35, -38, -40, -43, -45, -46, -48, -49, -50, -50, -50, -50, -49, -48, -46, -45, -43, -40, -38, -35, -31, -28, -24, -21, -17, -13, -8, -4, 0, 4, 8, 13, 17, 21, 24, 28, 31, 35, 38, 40, 43, 45, 46, 48, 49, 50, 50, 50, 50, 49, 48, 46, 45, 43, 40, 38, 35, 31, 28, 24, 21, 17, 13, 8, 4, 0, -4, -8, -13, -17, -21, -24, -28, -31, -35, -38, -40, -43, -45, -46, -48, -49, -50, -50, -50, -50, -49, -48, -46, -45, -43, -40, -38, -35, -31, -28, -24, -21, -17, -13, -8, -4, 0, 4, 8, 13, 17, 21, 24, 28, 31, 35, 38, 40, 43, 45, 46, 48, 49, 50, 50, 50, 50, 49, 48, 46, 45, 43, 40, 38, 35, 31, 28, 24, 21, 17, 13, 8, 4, 0, -4, -8, -13, -17, -21, -24, -28, -31, -35, -38, -40, -43, -45, -46, -48, -49, -50, -50, -50, -50, -49, -48, -46, -45, -43, -40, -38, -35, -31, -28, -24, -21, -17, -13, -8, -4, 0, 4, 8, 13, 17, 21, 24, 28, 31, 35, 38, 40, 43, 45, 46, 48, 49, 50, 50, 50, 50, 49, 48, 46, 45, 43, 40, 38, 35, 31, 28, 24, 21, 17, 13, 8, 4, 0, -4, -8, -13, -17, -21, -24, -28, -31, -35, -38, -40, -43, -45, -46, -48, -49, -50, -50, -50, -50, -49, -48, -46, -45, -43, -40, -38, -35, -31, -28, -24, -21, -17, -13, -8, -4, 0, 4, 8, 13]"
58,78,"[0, 5, 9, 14, 18, 23, 27, 31, 35, 38, 42, 45, 48, 50, 52, 54, 56, 57, 58, 58, 58, 58, 57, 56, 54, 52, 50, 48, 45, 42, 38, 35, 31, 27, 23, 18, 14, 9, 5, 0, -5, -9, -14, -18, -23, -27, -31, -35, -38, -42, -45, -48, -50, -52, -54, -56, -57, -58, -58, -58, -58, -57, -56, -54, -52, -50, -48, -45, -42, -38, -35, -31, -27, -23, -18, -14, -9, -5, 0, 5, 9, 14, 18, 23, 27, 31, 35, 38, 42, 45, 48, 50, 52, 54, 56, 57, 58, 58, 58, 58, 57, 56, 54, 52, 50, 48, 45, 42, 38, 35, 31, 27, 23, 18, 14, 9, 5, 0, -5, -9, -14, -18, -23, -27, -31, -35, -38, -42, -45, -48, -50, -52, -54, -56, -57, -58, -58, -58, -58, -57, -56, -54, -52, -50, -48, -45, -42, -38, -35, -31, -27, -23, -18, -14, -9, -5, 0, 5, 9, 14, 18, 23, 27, 31, 35, 38, 42, 45, 48, 50, 52, 54, 56, 57, 58, 58, 58, 58, 57, 56, 54, 52, 50, 48, 45, 42, 38, 35, 31, 27, 23, 18, 14, 9, 5, 0, -5, -9, -14, -18, -23, -27, -31, -35, -38, -42, -45, -48, -50, -52, -54, -56, -57, -58, -58, -58, -58, -57, -56, -54, -52, -50, -48, -45, -42, -38, -35, -31, -27, -23, -18, -14, -9, -5, 0, 5, 9, 14, 18, 23, 27, 31, 35, 38, 42, 45, 48, 50, 52, 54, 56, 57, 58, 58, 58, 58, 57, 56, 54, 52, 50, 48, 45, 42, 38, 35, 31, 27, 23, 18, 14, 9, 5, 0, -5, -9, -14, -18, -23, -27, -31, -35, -38, -42, -45, -48, -50, -52, -54, -56, -57, -58, -58, -58, -58, -57, -56, -54, -52, -50]"
56,42,"[0, 8, 17, 24, 32, 38, 44, 48, 52, 55, 56, 56, 55, 52, 48, 44, 38, 32, 24, 17, 8, 0, -8, -17, -24, -32, -38, -44, -48, -52, -55, -56, -56, -55, -52, -48, -44, -38, -32, -24, -17, -8, 0, 8, 17, 24, 32, 38, 44, 48, 52, 55, 56, 56, 55, 52, 48, 44, 38, 32, 24, 17, 8, 0, -8, -17, -24, -32, -38, -44, -48, -52, -55, -56, -56, -55, -52, -48, -44, -38, -32, -24, -17, -8, 0, 8, 17, 24, 32, 38, 44, 48, 52, 55, 56, 56, 55, 52, 48, 44, 38, 32, 24, 17, 8, 0, -8, -17, -24, -32, -38, -44, -48, -52, -55, -56, -56, -55, -52, -48, -44, -38, -32, -24, -17, -8, 0, 8, 17, 24, 32, 38, 44, 48, 52, 55, 56, 56, 55, 52, 48, 44, 38, 32, 24, 17, 8, 0, -8, -17, -24, -32, -38, -44, -48, -52, -55, -56, -56, -55, -52, -48, -44, -38, -32, -24, -17, -8, 0, 8, 17, 24, 32, 38, 44, 48, 52, 55, 56, 56, 55, 52, 48, 44, 38, 32, 24, 17, 8, 0, -8, -17, -24, -32, -38, -44, -48, -52, -55, -56, -56, -55, -52, -48, -44, -38, -32, -24, -17, -8, 0, 8, 17, 24, 32, 38, 44, 48, 52, 55, 56, 56, 55, 52, 48, 44, 38, 32, 24, 17, 8, 0, -8, -17, -24, -32, -38, -44, -48, -52, -55, -56, -56, -55, -52, -48, -44, -38, -32, -24, -17, -8, 0, 8, 17, 24, 32, 38, 44, 48, 52, 55, 56, 56, 55, 52, 48, 44, 38, 32, 24, 17, 8, 0, -8, -17, -24, -32, -38, -44, -48, -52, -55, -56, -56, -55, -52, -48, -44, -38, -32, -24, -17, -8, 0, 8, 17, 24, 32, 38]"
75,53,"[0, 9, 18, 26, 34, 42, 49, 55, 61, 66, 70, 72, 74, 75, 75, 73, 71, 68, 63, 58, 52, 46, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -46, -52, -58, -63, -68, -71, -73, -75, -75, -74, -72, -70, -66, -61, -55, -49, -42, -34, -26, -18, -9, 0, 9, 18, 26, 34, 42, 49, 55, 61, 66, 70, 72, 74, 75, 75, 73, 71, 68, 63, 58, 52, 46, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -46, -52, -58, -63, -68, -71, -73, -75, -75, -74, -72, -70, -66, -61, -55, -49, -42, -34, -26, -18, -9, 0, 9, 18, 26, 34, 42, 49, 55, 61, 66, 70, 72, 74, 75, 75, 73, 71, 68, 63, 58, 52, 46, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -46, -52, -58, -63, -68, -71, -73, -75, -75, -74, -72, -70, -66, -61, -55, -49, -42, -34, -26, -18, -9, 0, 9, 18, 26, 34, 42, 49, 55, 61, 66, 70, 72, 74, 75, 75, 73, 71, 68, 63, 58, 52, 46, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -46, -52, -58, -63, -68, -71, -73, -75, -75, -74, -72, -70, -66, -61, -55, -49, -42, -34, -26, -18, -9, 0, 9, 18, 26, 34, 42, 49, 55, 61, 66, 70, 72, 74, 75, 75, 73, 71, 68, 63, 58, 52, 46, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -46, -52, -58, -63, -68, -71, -73, -75, -75, -74, -72, -70, -66, -61, -55, -49, -42, -34, -26, -18, -9, 0, 9, 18, 26, 34, 42, 49, 55, 61, 66, 70, 72, 74, 75, 75, 73, 71, 68, 63, 58, 52, 46, 38, 30, 22, 13, 4, -4, -13, -22, -30, -38, -46, -52, -58]"
24,62,"[0, 2, 5, 7, 9, 12, 14, 16, 17, 19, 20, 22, 23, 23, 24, 24, 24, 24, 23, 23, 22, 20, 19, 17, 16, 14, 12, 9, 7, 5, 2, 0, -2, -5, -7, -9, -12, -14, -16, -17, -19, -20, -22, -23, -23, -24, -24, -24, -24, -23, -23, -22, -20, -19, -17, -16, -14, -12, -9, -7, -5, -2, 0, 2, 5, 7, 9, 12, 14, 16, 17, 19, 20, 22, 23, 23, 24, 24, 24, 24, 23, 23, 22, 20, 19, 17, 16, 14, 12, 9, 7, 5, 2, 0, -2, -5, -7, -9, -12, -14, -16, -17, -19, -20, -22, -23, -23, -24, -24, -24, -24, -23, -23, -22, -20, -19, -17, -16, -14, -12, -9, -7, -5, -2, 0, 2, 5, 7, 9, 12, 14, 16, 17, 19, 20, 22, 23, 23, 24, 24, 24, 24, 23, 23, 22, 20, 19, 17, 16, 14, 12, 9, 7, 5, 2, 0, -2, -5, -7, -9, -12, -14, -16, -17, -19, -20, -22, -23, -23, -24, -24, -24, -24, -23, -23, -22, -20, -19, -17, -16, -14, -12, -9, -7, -5, -2, 0, 2, 5, 7, 9, 12, 14, 16, 17, 19, 20, 22, 23, 23, 24, 24, 24, 24, 23, 23, 22, 20, 19, 17, 16, 14, 12, 9, 7, 5, 2, 0, -2, -5, -7, -9, -12, -14, -16, -17, -19, -20, -22, -23, -23, -24, -24, -24, -24, -23, -23, -22, -20, -19, -17, -16, -14, -12, -9, -7, -5, -2, 0, 2, 5, 7, 9, 12, 14, 16, 17, 19, 20, 22, 23, 23, 24, 24, 24, 24, 23, 23, 22, 20, 19, 17, 16, 14, 12, 9, 7, 5, 2, 0, -2, -5, -7, -9, -12, -14, -16, -17, -19, -20, -22, -23, -23, -24, -24, -24, -24, -23, -23, -22]"
62,98,"[0, 4, 8, 12, 16, 20, 23, 27, 30, 34, 37, 40, 43, 46, 48, 51, 53, 55, 57, 58, 59, 60, 61, 62, 62, 62, 62, 61, 60, 59, 58, 57, 55, 53, 51, 48, 46, 43, 40, 37, 34, 30, 27, 23, 20, 16, 12, 8, 4, 0, -4, -8, -12, -16, -20, -23, -27, -30, -34, -37, -40, -43, -46, -48, -51, -53, -55, -57, -58, -59, -60, -61, -62, -62, -62, -62, -61, -60, -59, -58, -57, -55, -53, -51, -48, -46, -43, -40, -37, -34, -30, -27, -23, -20, -16, -12, -8, -4, 0, 4, 8, 12, 16, 20, 23, 27, 30, 34, 37, 40, 43, 46, 48, 51, 53, 55, 57, 58, 59, 60, 61, 62, 62, 62, 62, 61, 60, 59, 58, 57, 55, 53, 51, 48, 46, 43, 40, 37, 34, 30, 27, 23, 20, 16, 12, 8, 4, 0, -4, -8, -12, -16, -20, -23, -27, -30, -34, -37, -40, -43, -46, -48, -51, -53, -55, -57, -58, -59, -60, -61, -62, -62, -62, -62, -61, -60, -59, -58, -57, -55, -53, -51, -48, -46, -43, -40, -37, -34, -30, -27, -23, -20, -16, -12, -8, -4, 0, 4, 8, 12, 16, 20, 23, 27, 30, 34, 37, 40, 43, 46, 48, 51, 53, 55, 57, 58, 59, 60, 61, 62, 62, 62, 62, 61, 60, 59, 58, 57, 55, 53, 51, 48, 46, 43, 40, 37, 34, 30, 27, 23, 20, 16, 12, 8, 4, 0, -4, -8, -12, -16, -20, -23, -27, -30, -34, -37, -40, -43, -46, -48, -51, -53, -55, -57, -58, -59, -60, -61, -62, -62, -62, -62, -61, -60, -59, -58, -57, -55, -53, -51, -48, -46, -43, -40, -37, -34, -30, -27, -23, -20, -16, -12, -8, -4, 0, 4, 8, 12, 16, 20]"
26,51,"[0, 3, 6, 9, 12, 15, 18, 20, 22, 23, 25, 25, 26, 26, 26, 25, 24, 23, 21, 19, 16, 14, 11, 8, 5, 2, -2, -5, -8, -11, -14, -16, -19, -21, -23, -24, -25, -26, -26, -26, -25, -25, -23, -22, -20, -18, -15, -12, -9, -6, -3, 0, 3, 6, 9, 12, 15, 18, 20, 22, 23, 25, 25, 26, 26, 26, 25, 24, 23, 21, 19, 16, 14, 11, 8, 5, 2, -2, -5, -8, -11, -14, -16, -19, -21, -23, -24, -25, -26, -26, -26, -25, -25, -23, -22, -20, -18, -15, -12, -9, -6, -3, 0, 3, 6, 9, 12, 15, 18, 20, 22, 23, 25, 25, 26, 26, 26, 25, 24, 23, 21, 19, 16, 14, 11, 8, 5, 2, -2, -5, -8, -11, -14, -16, -19, -21, -23, -24, -25, -26, -26, -26, -25, -25, -23, -22, -20, -18, -15, -12, -9, -6, -3, 0, 3, 6, 9, 12, 15, 18, 20, 22, 23, 25, 25, 26, 26, 26, 25, 24, 23, 21, 19, 16, 14, 11, 8, 5, 2, -2, -5, -8, -11, -14, -16, -19, -21, -23, -24, -25, -26, -26, -26, -25, -25, -23, -22, -20, -18, -15, -12, -9, -6, -3, 0, 3, 6, 9, 12, 15, 18, 20, 22, 23, 25, 25, 26, 26, 26, 25, 24, 23, 21, 19, 16, 14, 11, 8, 5, 2, -2, -5, -8, -11, -14, -16, -19, -21, -23, -24, -25, -26, -26, -26, -25, -25, -23, -22, -20, -18, -15, -12, -9, -6, -3, 0, 3, 6, 9, 12, 15, 18, 20, 22, 23, 25, 25, 26, 26, 26, 25, 24, 23, 21, 19, 16, 14, 11, 8, 5, 2, -2, -5, -8, -11, -14, -16, -19, -21, -23, -24, -25, -26, -26, -26, -25, -25, -23, -22, -20]"
40,67,"[0, 4, 7, 11, 15, 18, 21, 24, 27, 30, 32, 34, 36, 38, 39, 39, 40, 40, 40, 39, 38, 37, 35, 33, 31, 29, 26, 23, 20, 16, 13, 9, 6, 2, -2, -6, -9, -13, -16, -20, -23, -26, -29, -31, -33, -35, -37, -38, -39, -40, -40, -40, -39, -39, -38, -36, -34, -32, -30, -27, -24, -21, -18, -15, -11, -7, -4, 0, 4, 7, 11, 15, 18, 21, 24, 27, 30, 32, 34, 36, 38, 39, 39, 40, 40, 40, 39, 38, 37, 35, 33, 31, 29, 26, 23, 20, 16, 13, 9, 6, 2, -2, -6, -9, -13, -16, -20, -23, -26, -29, -31, -33, -35, -37, -38, -39, -40, -40, -40, -39, -39, -38, -36, -34, -32, -30, -27, -24, -21, -18, -15, -11, -7, -4, 0, 4, 7, 11, 15, 18, 21, 24, 27, 30, 32, 34, 36, 38, 39, 39, 40, 40, 40, 39, 38, 37, 35, 33, 31, 29, 26, 23, 20, 16, 13, 9, 6, 2, -2, -6, -9, -13, -16, -20, -23, -26, -29, -31, -33, -35, -37, -38, -39, -40, -40, -40, -39, -39, -38, -36, -34, -32, -30, -27, -24, -21, -18, -15, -11, -7, -4, 0, 4, 7, 11, 15, 18, 21, 24, 27, 30, 32, 34, 36, 38, 39, 39, 40, 40, 40, 39, 38, 37, 35, 33, 31, 29, 26, 23, 20, 16, 13, 9, 6, 2, -2, -6, -9, -13, -16, -20, -23, -26, -29, -31, -33, -35, -37, -38, -39, -40, -40, -40, -39, -39, -38, -36, -34, -32, -30, -27, -24, -21, -18, -15, -11, -7, -4, 0, 4, 7, 11, 15, 18, 21, 24, 27, 30, 32, 34, 36, 38, 39, 39, 40, 40, 40, 39, 38, 37, 35, 33, 31, 29, 26, 23, 20, 16, 13, 9]"
75,41,"[0, 11, 23, 33, 43, 52, 60, 66, 71, 74, 75, 75, 72, 68, 63, 56, 48, 38, 28, 17, 6, -6, -17, -28, -38, -48, -56, -63, -68, -72, -75, -75, -74, -71, -66, -60, -52, -43, -33, -23, -11, 0, 11, 23, 33, 43, 52, 60, 66, 71, 74, 75, 75, 72, 68, 63, 56, 48, 38, 28, 17, 6, -6, -17, -28, -38, -48, -56, -63, -68, -72, -75, -75, -74, -71, -66, -60, -52, -43, -33, -23, -11, 0, 11, 23, 33, 43, 52, 60, 66, 71, 74, 75, 75, 72, 68, 63, 56, 48, 38, 28, 17, 6, -6, -17, -28, -38, -48, -56, -63, -68, -72, -75, -75, -74, -71, -66, -60, -52, -43, -33, -23, -11, 0, 11, 23, 33, 43, 52, 60, 66, 71, 74, 75, 75, 72, 68, 63, 56, 48, 38, 28, 17, 6, -6, -17, -28, -38, -48, -56, -63, -68, -72, -75, -75, -74, -71, -66, -60, -52, -43, -33, -23, -11, 0, 11, 23, 33, 43, 52, 60, 66, 71, 74, 75, 75, 72, 68, 63, 56, 48, 38, 28, 17, 6, -6, -17, -28, -38, -48, -56, -63, -68, -72, -75, -75, -74, -71, -66, -60, -52, -43, -33, -23, -11, 0, 11, 23, 33, 43, 52, 60, 66, 71, 74, 75, 75, 72, 68, 63, 56, 48, 38, 28, 17, 6, -6, -17, -28, -38, -48, -56, -63, -68, -72, -75, -75, -74, -71, -66, -60, -52, -43, -33, -23, -11, 0, 11, 23, 33, 43, 52, 60, 66, 71, 74, 75, 75, 72, 68, 63, 56, 48, 38, 28, 17, 6, -6, -17, -28, -38, -48, -56, -63, -68, -72, -75, -75, -74, -71, -66, -60, -52, -43, -33, -23, -11, 0, 11, 23, 33, 43, 52, 60, 66, 71, 74, 75, 75, 72]"
62,48,"[0, 8, 16, 24, 31, 38, 44, 49, 54, 57, 60, 61, 62, 61, 60, 57, 54, 49, 44, 38, 31, 24, 16, 8, 0, -8, -16, -24, -31, -38, -44, -49, -54, -57, -60, -61, -62, -61, -60, -57, -54, -49, -44, -38, -31, -24, -16, -8, 0, 8, 16, 24, 31, 38, 44, 49, 54, 57, 60, 61, 62, 61, 60, 57, 54, 49, 44, 38, 31, 24, 16, 8, 0, -8, -16, -24, -31, -38, -44, -49, -54, -57, -60, -61, -62, -61, -60, -57, -54, -49, -44, -38, -31, -24, -16, -8, 0, 8, 16, 24, 31, 38, 44, 49, 54, 57, 60, 61, 62, 61, 60, 57, 54, 49, 44, 38, 31, 24, 16, 8, 0, -8, -16, -24, -31, -38, -44, -49, -54, -57, -60, -61, -62, -61, -60, -57, -54, -49, -44, -38, -31, -24, -16, -8, 0, 8, 16, 24, 31, 38, 44, 49, 54, 57, 60, 61, 62, 61, 60, 57, 54, 49, 44, 38, 31, 24, 16, 8, 0, -8, -16, -24, -31, -38, -44, -49, -54, -57, -60, -61, -62, -61, -60, -57, -54, -49, -44, -38, -31, -24, -16, -8, 0, 8, 16, 24, 31, 38, 44, 49, 54, 57, 60, 61, 62, 61, 60, 57, 54, 49, 44, 38, 31, 24, 16, 8, 0, -8, -16, -24, -31, -38, -44, -49, -54, -57, -60, -61, -62, -61, -60, -57, -54, -49, -44, -38, -31, -24, -16, -8, 0, 8, 16, 24, 31, 38, 44, 49, 54, 57, 60, 61, 62, 61, 60, 57, 54, 49, 44, 38, 31, 24, 16, 8, 0, -8, -16, -24, -31, -38, -44, -49, -54, -57, -60, -61, -62, -61, -60, -57, -54, -49, -44, -38, -31, -24, -16, -8, 0, 8, 16, 24, 31, 38, 44, 49, 54, 57, 60, 61]"
58,42,"[0, 9, 17, 25, 33, 39, 45, 50, 54, 57, 58, 58, 57, 54, 50, 45, 39, 33, 25, 17, 9, 0, -9, -17, -25, -33, -39, -45, -50, -54, -57, -58, -58, -57, -54, -50, -45, -39, -33, -25, -17, -9, 0, 9, 17, 25, 33, 39, 45, 50, 54, 57, 58, 58, 57, 54, 50, 45, 39, 33, 25, 17, 9, 0, -9, -17, -25, -33, -39, -45, -50, -54, -57, -58, -58, -57, -54, -50, -45, -39, -33, -25, -17, -9, 0, 9, 17, 25, 33, 39, 45, 50, 54, 57, 58, 58, 57, 54, 50, 45, 39, 33, 25, 17, 9, 0, -9, -17, -25, -33, -39, -45, -50, -54, -57, -58, -58, -57, -54, -50, -45, -39, -33, -25, -17, -9, 0, 9, 17, 25, 33, 39, 45, 50, 54, 57, 58, 58, 57, 54, 50, 45, 39, 33, 25, 17, 9, 0, -9, -17, -25, -33, -39, -45, -50, -54, -57, -58, -58, -57, -54, -50, -45, -39, -33, -25, -17, -9, 0, 9, 17, 25, 33, 39, 45, 50, 54, 57, 58, 58, 57, 54, 50, 45, 39, 33, 25, 17, 9, 0, -9, -17, -25, -33, -39, -45, -50, -54, -57, -58, -58, -57, -54, -50, -45, -39, -33, -25, -17, -9, 0, 9, 17, 25, 33, 39, 45, 50, 54, 57, 58, 58, 57, 54, 50, 45, 39, 33, 25, 17, 9, 0, -9, -17, -25, -33, -39, -45, -50, -54, -57, -58, -58, -57, -54, -50, -45, -39, -33, -25, -17, -9, 0, 9, 17, 25, 33, 39, 45, 50, 54, 57, 58, 58, 57, 54, 50, 45, 39, 33, 25, 17, 9, 0, -9, -17, -25, -33, -39, -45, -50, -54, -57, -58, -58, -57, -54, -50, -45, -39, -33, -25, -17, -9, 0, 9, 17, 25, 33, 39]"
62,56,"[0, 7, 14, 20, 27, 33, 39, 44, 48, 52, 56, 59, 60, 62, 62, 62, 60, 59, 56, 52, 48, 44, 39, 33, 27, 20, 14, 7, 0, -7, -14, -20, -27, -33, -39, -44, -48, -52, -56, -59, -60, -62, -62, -62, -60, -59, -56, -52, -48, -44, -39, -33, -27, -20, -14, -7, 0, 7, 14, 20, 27, 33, 39, 44, 48, 52, 56, 59, 60, 62, 62, 62, 60, 59, 56, 52, 48, 44, 39, 33, 27, 20, 14, 7, 0, -7, -14, -20, -27, -33, -39, -44, -48, -52, -56, -59, -60, -62, -62, -62, -60, -59, -56, -52, -48, -44, -39, -33, -27, -20, -14, -7, 0, 7, 14, 20, 27, 33, 39, 44, 48, 52, 56, 59, 60, 62, 62, 62, 60, 59, 56, 52, 48, 44, 39, 33, 27, 20, 14, 7, 0, -7, -14, -20, -27, -33, -39, -44, -48, -52, -56, -59, -60, -62, -62, -62, -60, -59, -56, -52, -48, -44, -39, -33, -27, -20, -14, -7, 0, 7, 14, 20, 27, 33, 39, 44, 48, 52, 56, 59, 60, 62, 62, 62, 60, 59, 56, 52, 48, 44, 39, 33, 27, 20, 14, 7, 0, -7, -14, -20, -27, -33, -39, -44, -48, -52, -56, -59, -60, -62, -62, -62, -60, -59, -56, -52, -48, -44, -39, -33, -27, -20, -14, -7, 0, 7, 14, 20, 27, 33, 39, 44, 48, 52, 56, 59, 60, 62, 62, 62, 60, 59, 56, 52, 48, 44, 39, 33, 27, 20, 14, 7, 0, -7, -14, -20, -27, -33, -39, -44, -48, -52, -56, -59, -60, -62, -62, -62, -60, -59, -56, -52, -48, -44, -39, -33, -27, -20, -14, -7, 0, 7, 14, 20, 27, 33, 39, 44, 48, 52, 56, 59, 60, 62, 62, 62, 60, 59, 56, 52]"
50,92,"[0, 3, 7, 10, 13, 17, 20, 23, 26, 29, 32, 34, 37, 39, 41, 43, 44, 46, 47, 48, 49, 50, 50, 50, 50, 50, 49, 48, 47, 46, 44, 43, 41, 39, 37, 34, 32, 29, 26, 23, 20, 17, 13, 10, 7, 3, 0, -3, -7, -10, -13, -17, -20, -23, -26, -29, -32, -34, -37, -39, -41, -43, -44, -46, -47, -48, -49, -50, -50, -50, -50, -50, -49, -48, -47, -46, -44, -43, -41, -39, -37, -34, -32, -29, -26, -23, -20, -17, -13, -10, -7, -3, 0, 3, 7, 10, 13, 17, 20, 23, 26, 29, 32, 34, 37, 39, 41, 43, 44, 46, 47, 48, 49, 50, 50, 50, 50, 50, 49, 48, 47, 46, 44, 43, 41, 39, 37, 34, 32, 29, 26, 23, 20, 17, 13, 10, 7, 3, 0, -3, -7, -10, -13, -17, -20, -23, -26, -29, -32, -34, -37, -39, -41, -43, -44, -46, -47, -48, -49, -50, -50, -50, -50, -50, -49, -48, -47, -46, -44, -43, -41, -39, -37, -34, -32, -29, -26, -23, -20, -17, -13, -10, -7, -3, 0, 3, 7, 10, 13, 17, 20, 23, 26, 29, 32, 34, 37, 39, 41, 43, 44, 46, 47, 48, 49, 50, 50, 50, 50, 50, 49, 48, 47, 46, 44, 43, 41, 39, 37, 34, 32, 29, 26, 23, 20, 17, 13, 10, 7, 3, 0, -3, -7, -10, -13, -17, -20, -23, -26, -29, -32, -34, -37, -39, -41, -43, -44, -46, -47, -48, -49, -50, -50, -50, -50, -50, -49, -48, -47, -46, -44, -43, -41, -39, -37, -34, -32, -29, -26, -23, -20, -17, -13, -10, -7, -3, 0, 3, 7, 10, 13, 17, 20, 23, 26, 29, 32, 34, 37, 39, 41, 43, 44, 46, 47, 48, 49, 50, 50, 50]"
20,93,"[0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 14, 15, 16, 17, 18, 18, 19, 19, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 18, 17, 17, 16, 15, 14, 13, 12, 11, 10, 9, 7, 6, 5, 3, 2, 1, -1, -2, -3, -5, -6, -7, -9, -10, -11, -12, -13, -14, -15, -16, -17, -17, -18, -19, -19, -19, -20, -20, -20, -20, -20, -20, -20, -19, -19, -18, -18, -17, -16, -15, -14, -14, -13, -11, -10, -9, -8, -7, -5, -4, -3, -1, 0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 14, 15, 16, 17, 18, 18, 19, 19, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 18, 17, 17, 16, 15, 14, 13, 12, 11, 10, 9, 7, 6, 5, 3, 2, 1, -1, -2, -3, -5, -6, -7, -9, -10, -11, -12, -13, -14, -15, -16, -17, -17, -18, -19, -19, -19, -20, -20, -20, -20, -20, -20, -20, -19, -19, -18, -18, -17, -16, -15, -14, -14, -13, -11, -10, -9, -8, -7, -5, -4, -3, -1, 0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 14, 15, 16, 17, 18, 18, 19, 19, 20, 20, 20, 20, 20, 20, 20, 19, 19, 19, 18, 17, 17, 16, 15, 14, 13, 12, 11, 10, 9, 7, 6, 5, 3, 2, 1, -1, -2, -3, -5, -6, -7, -9, -10, -11, -12, -13, -14, -15, -16, -17, -17, -18, -19, -19, -19, -20, -20, -20, -20, -20, -20, -20, -19, -19, -18, -18, -17, -16, -15, -14, -14, -13, -11, -10, -9, -8, -7, -5, -4, -3, -1, 0, 1, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 14, 15, 16, 17, 18, 18, 19, 19, 20]"
